gene_symbol	Brain - Substantia nigra
ALG1L9P	0.865846
ALG1L9P	0.354136
ZNF705E	0.0570709
DEFB108B	0.0
RNA5SP342	0.0
CTD-2313N18.8	0.0
RP11-849H4.2	0.467562
CTD-2313N18.7	0.0
OR7E128P	0.036674
OR7E126P	0.129608
RNF121	6.52671
RP11-757C15.4	0.0
IL18BP	3.84449
NUMA1	21.1104
RP11-849H4.4	0.630663
RNU6-72P	0.0
MIR3165	0.0
LRTOMT	4.48998
LAMTOR1	57.9473
ANAPC15	8.60527
FOLR3	0.0921786
RPEP6	0.0
RP11-807H22.5	0.0
RP11-807H22.7	0.0
RP11-807H22.6	0.0270922
FOLR1	1.0001
FOLR2	4.13053
INPPL1	24.8913
PHOX2A	0.0
AP000593.5	0.0
AP000593.6	0.0
CLPB	3.2666
AP000593.7	0.117008
RP11-45F15.1	0.0
RP11-45F15.2	0.0
RP11-7N14.1	0.0
ART2BP	0.0
ART2P	0.0935978
RP11-169D4.3	0.0
RP11-169D4.4	0.0
LINC01537	0.153853
PDE2A	4.41806
RP11-169D4.2	0.0905547
MIR139	0.0
RNU7-105P	0.0
RP11-31L22.3	0.0
ARAP1	16.2563
ARAP1-AS1	0.0
ARAP1-AS2	0.411128
RPS12P20	0.0775455
STARD10	14.7019
Y_RNA	0.0
MIR4692	0.0
ATG16L2	5.23154
FCHSD2	19.2167
RNU6-672P	0.0
AP002381.2	0.0
RP11-800A3.3	0.0431552
RP11-800A3.2	0.112169
P2RY2	0.729324
RP11-800A3.4	0.854529
OR8R1P	0.0
P2RY6	0.396158
RP11-800A3.7	0.38424
ARHGEF17	16.4587
RELT	4.06245
FAM168A	43.3067
RP11-809N8.4	0.220066
RP11-809N8.6	0.0
RP11-809N8.5	4.07223
HMGN2P38	0.0
AP000860.2	0.0
PLEKHB1	817.233
RAB6A	94.1641
RP11-456I15.2	0.0
RP11-707G14.1	0.0
MRPL48	9.25784
RN7SKP243	0.0
CCDC58P5	0.0
COA4	16.8617
PAAF1	21.8321
RP11-707G14.8	0.15005
DNAJB13	0.0845121
RP11-167N4.2	0.0364389
UCP2	8.20929
RP11-167N4.5	0.0
RP11-167N4.4	0.0
UCP3	0.733912
C2CD3	3.01322
RP11-691F15.1	0.0
PPME1	27.0125
AP000577.2	0.0709105
P4HA3	0.133271
SNORA7	0.215552
RP11-632K5.3	0.0
PGM2L1	4.77245
HNRNPA1P40	0.0
RP11-702H23.4	0.0
MIR548AL	0.0
RP11-632K5.2	0.0
KCNE3	1.35208
CYCSP27	0.0
RP11-702H23.2	0.265864
LIPT2	1.06853
AP001372.2	7.17193
POLD3	2.55722
RANP3	0.0
RN7SKP297	0.0
CHRDL2	0.080701
RP11-864N7.4	0.0319095
MIR4696	0.0
RP11-864N7.1	0.0
RP11-864N7.2	7.11977
RNF169	1.36345
XRRA1	1.59678
AP000560.3	0.0569244
RN7SL239P	0.0
RP11-147I3.1	1.751
SPCS2	28.1057
RNU6-216P	0.0
NEU3	3.38703
OR2AT2P	0.0
NPM1P50	0.0
OR2AT4	0.0
CTD-2562J17.2	0.0
SLCO2B1	28.3876
OR2AT1P	0.0
CTD-2562J17.4	0.211972
ZDHHC20P3	0.0
TPBGL	0.238381
CTD-2562J17.7	0.0
CTD-2562J17.6	42.514
ARRB1	20.8484
MIR326	0.0
RPS3	108.466
SNORD15A	0.0
SNORD15B	0.0
KLHL35	1.15256
GDPD5	3.50522
RP11-939C17.4	0.0
SERPINH1	8.39272
CTD-2530H12.4	0.64628
MAP6	16.9559
CTD-2530H12.8	0.276296
CTD-2530H12.7	0.0
CTD-2530H12.5	0.0
MOGAT2	0.0102968
RN7SL786P	0.0
CTD-2530H12.1	0.0
DGAT2	1.22289
CTD-2530H12.2	0.0
RP11-535A19.1	0.0890824
RP11-535A19.2	0.156309
UVRAG	6.72344
Y_RNA	0.0
Y_RNA	0.0
PPP1R1AP1	0.0
RP11-263C24.1	0.0
RNA5SP344	0.0
RP11-263C24.3	0.0
CTD-2011F17.2	0.0
WNT11	0.572239
RP11-619A14.2	0.0
RP11-619A14.3	0.170033
THAP12	12.2619
RP11-111M22.2	0.365433
RP11-111M22.4	2.83458
RP11-111M22.5	1.05787
RP11-111M22.3	15.0463
EMSY	2.75447
RP11-672A2.7	0.0
RP11-672A2.5	0.108679
RP11-672A2.6	0.0
RP11-672A2.4	0.205596
AP001189.4	0.949533
LRRC32	12.9291
RP11-672A2.3	0.0
GUCY2EP	0.0
RP11-21L23.4	0.0
TSKU	1.25306
RP11-21L23.3	0.228728
RP11-21L23.2	0.07035
ACER3	10.0805
CTD-2547H18.1	0.0
B3GNT6	0.0191916
CAPN5	5.49904
OMP	0.0
MYO7A	1.87147
GDPD4	0.0273754
TOMM20P1	0.0
PAK1	14.5051
RP11-739B23.1	0.0134951
CLNS1A	27.405
RNU7-59P	0.0
AQP11	2.34118
RSF1	4.99075
Y_RNA	0.0
RSF1-IT2	0.0259222
FTH1P16	1.06944
RSF1-IT1	0.0
AP000580.1	0.0
AAMDC	4.99537
RP11-91P24.7	0.337033
RP11-91P24.5	0.0794296
RP11-91P24.6	0.119686
RP11-91P24.1	0.205192
INTS4	4.17231
RP11-91P24.3	0.0
KCTD14	0.46704
RP11-7I15.4	0.1763
THRSP	0.280056
NDUFC2	45.8704
ALG8	7.49502
RNU6-126P	0.0
KCTD21-AS1	0.630981
KCTD21	10.9996
USP35	6.15642
GAB2	39.3796
RP11-452H21.1	0.150085
RP11-452H21.2	0.0
RP11-452H21.4	0.0586952
NARS2	4.98031
RP11-843A23.1	0.0
RNU6-311P	0.0
COPS8P3	0.0
TENM4	1.60121
RP11-673F18.1	0.0
CTD-2337I7.1	0.0
RP11-802F5.1	0.0
MIR708	0.0
MIR5579	0.0
RP11-258O13.1	0.0
RP11-683O4.1	0.0
RP11-885L14.1	0.0
CTD-2555I5.1	0.0
RNU6-544P	0.0
ARL6IP1P3	0.0
RP11-686G23.2	0.0
RP11-170L9.1	0.0
MTND4LP18	0.0
MTND6P25	0.0
RP11-876F14.2	0.0
MIR4300HG	0.0910688
MIR4300	0.0
RP11-876F14.1	0.0
RP11-179A16.2	0.0
RPS28P7	39.5192
FAM181B	19.9573
RP11-718B12.2	0.270596
RP11-718B12.1	0.0226025
PRCP	10.1156
RP11-718B12.5	0.0
DDIAS	0.130131
RP11-659G9.3	0.0
RAB30	6.74341
RP11-113K21.1	0.0
SNORA70E	0.0
RAB30-AS1	3.24767
RP11-113K21.6	0.242034
RP11-113K21.4	0.0
RP11-113K21.3	0.326605
C1DP5	0.0
BCAS2P1	0.0
PCF11	8.03214
RP11-727A23.4	0.997622
RP11-727A23.5	0.961533
ANKRD42	3.06013
RP11-727A23.8	0.0
RP11-727A23.7	0.0
CCDC90B	12.3285
RP11-727A23.10	0.102096
CYCSP28	0.0
H19_3	0.0
DLG2	11.1606
RP11-160H12.2	0.0
RP11-160H12.3	0.0
LDHAL6DP	0.0
HNRNPA1P72	0.0
RP11-851M3.1	0.0
CTD-2537O9.1	0.0
DLG2-AS1_1	0.0
DLG2-AS1_2	0.0
AP000857.3	0.0
AP000857.2	0.0
HNRNPCP6	0.0
RP11-882I15.1	0.0
RP11-482L11.1	0.0
RNU6-1292P	0.0
TMEM126B	26.4472
TMEM126A	30.5812
CREBZF	19.1647
CCDC89	0.742184
SYTL2	4.42372
RP11-700A24.1	0.0750648
CCDC83	0.0
RP11-90K17.2	0.0
SLC25A1P1	0.0
PICALM	65.1785
RNU6-560P	0.0
RP11-12D16.2	0.0
FNTAL1	0.0
METAZOA_SRP	0.0
EED	5.2496
RP11-320L11.2	0.620557
SETP17	0.103794
HIKESHI	17.3382
RN7SL225P	0.0
CCDC81	0.550606
RP11-317J19.1	0.0
PTP4A1P6	0.0
RP11-762L8.6	2.0452
ME3	9.48895
CTD-2005H7.1	0.0693672
CTD-2005H7.2	0.0
PRSS23	4.04126
AP000654.5	0.0
OR7E13P	0.050366
AP000654.4	0.0
OR7E2P	0.0
RP11-736K20.5	0.738095
RP11-736K20.4	0.982785
FZD4	4.34639
RP11-736K20.6	0.731368
HNRNPCP8	0.0
TMEM135	4.88173
XIAPP2	0.0
RP11-648O15.2	0.0
RP11-680L20.1	0.0
RP11-777F6.3	0.101388
PSMA2P1	0.0
CTD-2028E8.1	0.0
CTD-2028E8.2	0.0
RP11-137O10.1	0.0
RNU6-1135P	0.0
U6	0.0
RP11-720D4.3	0.0
RP11-720D4.2	0.0
MTCYBP41	0.0
RP11-665E10.1	0.0
RP11-665E10.2	0.0
RP11-665E10.4	0.0
RP11-665E10.3	0.0
RP11-164N3.1	0.0
RP11-164N3.2	0.0
RP11-164N3.3	0.0
Y_RNA	0.0
RAB38	0.344934
RP11-685B24.1	0.0
MIR3166	0.0
CTSC	3.1188
GAPDHP70	0.030448
GRM5	0.383731
GRM5-AS1	0.0
RNU6-16P	0.0
TYR	0.0
CBX3P7	0.0
RP11-796A5.3	0.0
RP11-796A5.4	0.0
NOX4	0.203403
RP11-745I13.1	0.0
RP11-643G5.1	0.0
RP11-643G5.2	0.0
RP11-643G5.6	0.0
RP11-643G5.7	0.0
RP11-643G5.4	0.0
RP11-643G5.5	0.0
FOLH1B	0.3064
UBTFL10	0.0
RP11-313I2.3	0.0
TRIM77	0.0
RP11-313I2.13	0.0
RP11-313I2.5	0.0
UBTFL2	0.0
RP11-313I2.11	0.0
RP11-313I2.6	0.0
RP11-313I2.10	0.0
TRIM64DP	0.0
RP11-358N4.3	0.050448
RP11-358N4.5	0.0
TRIM49	0.0
RP11-358N4.6	0.0
TRIM53BP	0.0
TRIM51BP	0.0
RP11-81M19.3	0.0
TRIM64B	0.0
RP11-313I2.8	0.0
AP000648.3	0.0
RP11-81M19.1	0.0
MTND1P35	0.0
TRIM49D1	0.0
TRIM49D2	0.0
RP11-529A4.4	0.0
RP11-529A4.16	0.0
RP11-529A4.15	0.0
RP11-529A4.5	0.0
TRIM64	0.0
RP11-529A4.7	0.0
TRIM51EP	0.0
TRIM53AP	0.0
RP11-313I2.7	0.0
TRIM49C	0.0
RP11-529A4.9	0.0
RP11-529A4.12	0.045627
TRIM64EP	0.0
RP11-529A4.10	0.0
RP11-716D19.1	0.0
UBTFL1	0.0
AP000648.6	0.0
SNORD56	0.0
AP000648.4	0.0
NAALAD2	4.82195
AP000648.5	1.42207
CHORDC1	7.32457
RP11-121L10.2	0.382167
DISC1FP1	0.0
TUBAP2	0.347557
MIR4490	0.0
RP11-660M18.1	0.0
MIR1261	0.0
RP11-678K21.1	0.0
RP11-678K21.2	0.0
RP11-678K21.3	0.0
OSBPL9P2	0.0
OSBPL9P3	0.0
RP11-699F16.2	0.0
RP11-739P6.1	0.0
RP11-739P6.2	0.0
RP11-843F11.1	0.0
RP11-201M22.1	0.0
TUBB4BP4	0.0
RP11-806N19.2	0.0
RPL7AP57	0.0
NDUFB11P1	0.0
FAT3	1.45711
PGAM1P9	0.0
RP11-675M1.2	0.0
RPS3AP42	0.0
RP11-203F8.1	0.0
RP11-676F20.4	0.0
RP11-676F20.2	0.0
RP11-676F20.5	0.0
SNRPGP16	0.0
RP11-676F20.1	0.0
MTNR1B	0.0
RPL26P31	0.0
RP11-183A22.3	0.0847289
RP11-573M3.6	0.0
SLC36A4	5.63912
RP11-573M3.3	0.655263
RP11-573M3.2	0.0
RP11-573M3.5	0.0
RP11-573M3.4	0.0
RP11-755E23.3	0.0
RP11-755E23.2	0.0238258
DEUP1	0.0864981
SMCO4	8.14063
RP11-288E14.2	0.372662
RN7SL223P	0.0
RP11-178H8.1	0.0
RP11-178H8.2	0.0
RP11-178H8.3	0.0
CEP295	0.984616
Y_RNA	0.0
SCARNA9	1.13707
RP11-178H8.7	1.73566
TAF1D	15.7792
SNORD6	0.0
SNORA1	0.489231
SNORA8	31.0673
SNORD5	0.0
SNORA18	2.09446
MIR1304	0.7511
C11ORF54	5.20546
MED17	2.74618
VSTM5	1.57087
Y_RNA	0.0
HPRTP4	0.0
HPRT1P3	0.0
HEPHL1	0.0073528
PHBP16	0.0
PANX1	3.06284
RP11-680H20.1	0.424819
RP11-680H20.2	0.0
IZUMO1R	0.0
GPR83	0.311938
MRE11	3.16282
MIR548L	0.0
RP11-685N10.1	0.0587981
ANKRD49	3.34971
C11ORF97	0.738323
FUT4	0.962077
RP11-867G2.4	0.0
PIWIL4	1.4578
RP11-867G2.5	0.0
RP11-867G2.6	0.0
RP11-867G2.8	0.0671821
AMOTL1	4.57613
ST13P11	0.0
RP11-856F16.2	0.0
CWC15	47.8117
KDM4D	0.453358
RP11-60C6.3	0.0
KDM4E	0.0382761
RP11-60C6.8	0.0
RP11-60C6.5	0.0210071
RP11-60C6.6	0.0
KDM4F	0.0
RP11-735A19.3	0.140044
SRSF8	20.9668
ENDOD1	41.8578
BUD13P1	0.753408
RP11-712B9.5	1.07616
RP11-712B9.2	0.517751
SESN3	13.1939
RP11-712B9.6	0.0
RP11-338H14.1	0.0
RP11-644L4.1	0.0
CTD-2564P9.3	0.0
FAM76B	4.00909
CEP57	6.28907
MTMR2	11.6675
RNA5SP345	0.0
RP11-697H10.1	0.0
MAML2	3.05652
CCDC82	14.1218
JRKL	3.09481
JRKL-AS1	0.0
RNA5SP346	0.0
RP11-49K4.2	0.0
RP11-360K13.1	0.0
RP11-360K13.2	0.0
MED28P5	0.0
RP11-693I21.1	0.0
RP11-882G5.1	0.0
RNA5SP347	0.0
RP11-379J13.2	0.0
RP11-379J13.1	0.0
RP11-684B20.1	0.0
CTD-2342I9.1	0.0
RP11-115E19.1	0.0
RP11-99C10.1	0.0
CNTN5	0.110484
RN7SKP53	0.0
RPA2P3	0.0
RN7SL222P	0.0
AP000620.1	0.0
CTD-2383M3.1	0.176605
ARHGAP42	1.49682
RN7SKP115	0.0
TMEM133	3.90245
PGR	0.540043
PGR-AS1	0.191654
RP11-788M5.3	0.200986
TRPC6	0.716381
MIR3920	0.0
RP11-748H22.1	0.0423663
RP11-748H22.2	0.0
ANGPTL5	0.122539
CEP126	3.70099
C11ORF70	1.07144
5S_RRNA	0.0
RP11-732A21.2	0.0320759
RP11-732A21.3	0.290175
YAP1	8.81866
RP11-864G5.1	0.0
RP11-864G5.7	0.0
RP11-864G5.8	0.0
RNU6-952P	0.0
BIRC3	0.657466
BIRC2	12.3255
TMEM123	30.9481
RP11-315O6.1	6.04741
RP11-315O6.2	0.0
MMP7	0.0405037
MMP20	0.0
RP11-817J15.2	0.0
RP11-817J15.3	0.0
MMP27	0.0
MMP8	0.0708051
WTAPP1	0.0
AP000619.5	0.0
AP000647.3	0.0
MMP10	0.0259196
MMP1	0.0
AP000619.6	0.0
MMP3	0.0234355
MMP12	0.0
BOLA3P1	0.0
RNU7-159P	0.0
MMP13	0.0
RP11-690D19.4	0.0
RP11-690D19.1	0.0
RP11-690D19.3	7.51848
DCUN1D5	9.40752
DYNC2H1	1.63857
MTCO3P15	0.0
MTATP6P15	0.0
MTCO2P15	0.0
MTCO1P15	0.0
MTND2P26	0.0
MTND1P36	0.0
RP11-37O16.8	0.0
RP11-563P16.1	0.0
MIR4693	0.0
PDGFD	0.203544
RP11-617B3.2	0.0
DDI1	0.0
MIR7641-1	0.0
RP11-886D15.1	0.494608
RP11-681H10.1	0.0
RP11-693N9.1	0.0
CASP12	0.228444
RP11-693N9.2	0.438333
CASP4	3.08716
CASP5	0.0733122
CASP1	3.67028
CARD16	2.37632
CASP1P2	0.0
CARD17	0.0
CASP1P1	0.0
CARD18	0.0
RP11-94P11.4	0.0
OR2AL1P	0.0
RP11-94P11.3	0.0
METAZOA_SRP	0.0
GRIA4	9.14263
AP000641.1	0.0
RNU4-55P	0.0
RNU6-277P	0.0
MSANTD4	8.24513
KBTBD3	2.53713
AASDHPPT	25.003
RP11-677I18.3	0.074428
RP11-677I18.4	0.0
RP11-680E19.1	0.0
RP11-680E19.2	0.0
GUCY1A2	1.56991
RP11-819M15.2	0.0
RP11-819M15.1	0.0
RP11-382M14.1	0.0
RP11-819C21.1	1.38948
CWF19L2	7.10223
SMARCE1P1	0.0
ALKBH8	2.18224
CTD-2355J17.2	0.0
ELMOD1	7.39499
AP000889.2	0.0
AP000889.1	0.0
SLN	0.407938
CTD-2651C21.3	0.0
SLC35F2	1.68922
RP11-832N8.1	0.0
RAB39A	0.457972
CUL5	6.57556
Y_RNA	0.0
RP11-144G7.2	0.0
ACAT1	19.024
NPAT	1.95221
ATM	3.95758
C11ORF65	0.38049
KDELC2	4.05391
EXPH5	0.380475
DDX10	2.16946
RPS2P39	0.0
RP11-801G16.2	0.0
CYCSP29	0.0
RP11-25I9.3	0.0
RP11-25I9.2	0.0
RNU6-654P	0.0
RNA5SP349	0.0
SNORD39	0.0
RP11-708B6.2	0.0
C11ORF87	0.96828
RP11-10A7.1	0.0
RP11-386B1.1	0.0
RP11-262A12.1	0.0
TFAMP2	0.0
RPSAP50	0.0
RP11-361A21.3	0.0
RP11-344L21.1	0.0
ZC3H12C	2.11932
RDX	30.361
RP11-347E10.1	0.0479228
FDX1	8.02286
ARHGAP20	1.05957
HNRNPA1P60	0.0
RP11-97I14.1	0.0
RNA5SP350	0.0
RP11-89C3.3	0.0
RP11-89C3.4	0.045995
RPS17P15	0.0
RP11-89C3.2	0.0
C11ORF53	0.0
COLCA1	0.364072
COLCA2	3.21454
MIR4491	0.0
POU2AF1	0.581759
RNU2-60P	0.0
RP11-794P6.1	0.0
RP11-794P6.2	0.0064944
BTG4	0.0369092
MIR34B	0.0
MIR34C	0.0
RP11-794P6.6	0.0
C11ORF88	0.141999
LAYN	7.92866
SIK2	7.83713
AP000925.2	0.0156225
RN7SKP273	0.0
PPP2R1B	5.76959
RP11-108O10.2	0.0551809
ALG9	3.70608
ALG9-IT1	0.0
GNG5P3	0.0
FDXACB1	1.08896
C11ORF1	7.04555
RPL37AP8	0.213531
CRYAB	605.047
HSPB2	6.61386
C11ORF52	0.962277
DIXDC1	11.7992
RNA5SP351	0.0
RP11-708L7.7	0.0
RP11-708L7.6	0.0604033
DLAT	10.0126
PPIHP1	0.127443
RNU6-893P	0.0
RP11-708L7.9	0.0
PIH1D2	0.980019
C11ORF57	13.0757
TIMM8B	43.1674
SDHD	27.7232
IL18	6.25826
RP11-356J5.4	0.0
TEX12	0.091149
BCO2	3.67172
KCTD9P4	0.0413252
MRPS36P4	0.103798
PTS	22.5693
RPS6P16	0.0
PLET1	0.0
RP11-356J5.13	0.0
ST13P10	0.0
RP11-356J5.12	2.03453
RNU6-44P	0.0
RP11-65M17.3	0.0945741
RPL23AP62	0.0
RP11-65M17.1	0.0208662
SNOSNR66	0.0
RP11-27G22.1	0.0
RP11-629G13.1	1.79814
NCAM1	54.6509
RNU7-187P	0.0
NCAM1-AS1	0.831308
RP11-839D17.3	2.07954
TTC12	2.27555
RP11-159N11.4	1.6731
ANKK1	0.56305
RP11-159N11.3	0.0939815
DRD2	8.65936
MIR4301	0.0
TMPRSS5	8.18051
MTRF1LP1	0.0
ZW10	5.12473
RPS29P19	0.0
RP11-667M19.4	0.0
RP11-667M19.2	0.0
CLDN25	0.0
ATF4P4	0.110528
LRRC37A13P	0.0
USP28	3.40788
RP11-667M19.10	0.0
RP11-667M19.9	0.0585854
RNU6-1107P	0.0
HTR3B	0.0626994
HTR3A	0.0
ZBTB16	3.5811
RP11-64D24.2	0.0
NNMT	0.730622
RP11-64D24.4	0.0
C11ORF71	8.96939
RBM7	2.08243
REXO2	19.2697
RP11-212D19.5	0.0
NXPE2P1	0.0
RP11-172C16.5	0.0
NXPE1	0.0
SNOU13	0.0
NXPE4	0.0
RP11-172C16.4	0.0364819
NXPE2	0.0509634
ACA59	0.0
CADM1	7.70378
AP000462.3	0.0
AP000462.2	0.0
AP000462.1	0.0
RP11-136I14.2	0.0
RP11-136I14.3	0.0
RPL12P46	0.0
RP11-136I14.5	0.0
SNOU13	0.0
AP000997.1	0.0
AP000997.2	0.0
AP000997.3	0.0569652
AP000797.3	0.0299564
CTC-774J1.1	0.0
LINC00900	0.569247
AP000797.4	0.077744
AP000797.1	0.0
AP000797.2	0.0
LINC02151	0.0
AP000770.2	0.0
AP000770.1	0.0
BUD13	7.74919
AP006216.10	0.0
ZPR1	7.91129
APOA5	0.0
AP006216.5	0.0
APOA4	0.0
APOC3	0.0
APOA1	0.41206
SIK3	18.3773
APOA1-AS	0.326939
RNY4P6	0.0
AP000936.1	0.232941
AP000936.4	0.0
AP000936.5	0.0
RP11-109L13.1	0.0550778
RP11-109L13.5	0.0
PAFAH1B2	27.0216
SIDT2	13.9221
TAGLN	31.0514
PCSK7	4.49698
AP000892.6	1.565
RNF214	7.17595
SCARNA11	0.0
BACE1	40.9651
BACE1-AS	6.51833
CMB9-94B1.2	2.54812
CEP164	7.13889
AP000892.4	0.0659731
PRR13P3	0.0
DSCAML1	5.06473
AP000711.1	0.0
RP11-35P15.1	0.140955
FXYD2	0.091548
RP11-728F11.3	0.0
RP11-728F11.4	0.391178
FXYD6	28.002
TMPRSS13	0.0424414
IL10RA	3.98772
TMPRSS4-AS1	0.0761437
RN7SL828P	0.0
TMPRSS4	0.00524069
SCN4B	9.38954
SCN2B	8.94373
JAML	0.517947
HSPE1P18	0.0
MPZL3	0.449742
MPZL2	1.55787
RP11-832A4.7	0.0
CD3E	0.731169
RP11-215H18.5	0.0
CD3D	0.353282
CD3G	0.0662373
UBE4A	5.53949
ATP5L	73.8475
RP11-770J1.5	0.181921
RP11-770J1.7	0.0897574
RP11-770J1.4	0.617009
KMT2A	5.90356
RP11-770J1.3	1.01328
TTC36	0.553599
TMEM25	8.05096
IFT46	11.1854
RPL5P30	0.940329
ARCN1	28.7206
RNU6-1157P	0.0
PHLDB1	35.262
AP002954.3	1.4628
MIR6716	0.0
TREH	0.125225
TREHP1	0.0
RNU6-376P	0.0
AP002954.4	0.1167
DDX6	23.7503
RP11-158I9.8	4.44564
RP11-158I9.1	0.0
SETP16	0.0
Y_RNA	0.0
CXCR5	0.0
RP11-158I9.5	0.0
BCL9L	2.79416
UPK2	0.519772
RN7SL688P	0.0
Y_RNA	0.0
FOXR1	0.0172266
METAZOA_SRP	0.524591
Y_RNA	0.0
RP11-110I1.12	0.66061
CCDC84	14.633
RPL23AP64	0.55102
RP11-110I1.11	0.627665
RP11-110I1.5	0.821194
RPS25	733.088
TRAPPC4	20.7182
MIR3656	0.0
SLC37A4	4.20048
HYOU1	22.4133
RP11-110I1.14	0.535618
RP11-110I1.13	1.47897
VPS11	20.128
HMBS	7.07652
H2AFX	38.7774
DPAGT1	8.50605
C2CD2L	8.73186
HINFP	3.59164
ABCG4	3.30109
NLRX1	3.03411
PDZD3	0.0169307
CCDC153	0.914947
CBL	4.94998
RNU6-262P	0.0
MCAM	20.9186
MIR6756	0.0
ACA64	0.0
RNF26	8.13873
C1QTNF5	0.564436
MFRP	0.0832221
USP2	9.0468
RP11-334E6.3	0.0
USP2-AS1	0.235518
RP11-334E6.2	0.0
RP11-334E6.4	0.0
THY1	47.5883
DUXAP5	0.0
KRT8P7	0.0444134
RP11-196E1.3	0.275538
NECTIN1	12.4425
RNU6-1123P	0.0
CTD-2523D13.1	0.0
CTD-2523D13.2	0.952342
RP11-215D10.1	0.0
RP11-831A10.2	0.0884722
RP11-831A10.1	0.607859
TRIM29	0.129768
AP000679.2	0.0431264
OAF	5.14487
POU2F3	0.0227154
RP11-778O17.4	0.0
TMEM136	13.2649
ARHGEF12	18.3676
7SK	0.0
GRIK4	3.19377
ELOCP22	0.0
RP11-640N11.2	0.00630664
HMGB1P42	0.0
TBCEL	3.99366
TECTA	0.902563
RP11-775A1.2	0.0
RPS4XP12	0.0
SC5D	26.2917
BMPR1APS2	0.0
RP11-142I2.1	0.0
RP11-730K11.1	0.00770201
SORL1	25.4537
RNU6-256P	0.0
MIR100HG	8.93909
MIR125B1	0.0
BLID	0.0
MIRLET7A2	0.0
MIR100	0.0
RP11-716H6.1	0.0595099
RP11-716H6.2	0.283099
RNU4ATAC10P	0.0
RNU4ATAC5P	0.0
RNU6-592P	0.0
GLULP3	0.0
RP11-266E8.2	0.0
UBASH3B	2.20427
SNOU13	0.0
CRTAM	0.103535
C11ORF63	1.36709
RNU4-23P	0.0
ATP5F1P5	0.517218
BSX	0.0
RP11-335F8.2	0.0
RPL34P23	0.0
RPS26P43	0.0
RPL31P47	0.0
HSPA8	283.062
SNORD14E	0.788549
CLMP	1.10688
RP11-762B21.5	0.0
CTD-2216M2.1	0.0
U8	0.0
RP11-109E10.1	0.0
PHBP17	0.0
GRAMD1B	5.61923
MIR4493	0.0
SF3A3P2	0.0127984
SCN3B	4.88049
RP11-634B22.4	0.0
ZNF202	2.82196
OR6X1	0.0
RNU1-21P	0.0
OR6M1	0.0
OR6M2P	0.0
OR6M3P	0.0
TMEM225	0.0
OR8D4	0.0
OR4D5	0.0
OR6T1	0.0
OR10S1	0.0
OR10G6	0.0
OR10G5P	0.0
OR10G4	0.0
OR10G9	0.0
OR10G8	0.0
OR10G7	0.0
OR10D5P	0.0
OR10D4P	0.0
OR10N1P	0.0
VWA5A	7.77671
OR10D1P	0.0
OR10D3	0.0
OR8F1P	0.0
OR8G3P	0.0
OR8G2P	0.0
OR8G7P	0.0
OR8G1	0.0
OR8G5	0.0
SLC5A4P1	0.0
OR8D1	0.0
OR8D2	0.0
OR8B7P	0.0
OR8B6P	0.0
OR8B5P	0.0
OR8B1P	0.0
OR8C1P	0.0
OR8B2	0.0
OR8B3	0.0
OR8X1P	0.0
OR8B4	0.0
OR8B8	0.0
OR8A2P	0.0
OR8B9P	0.0
OR8B10P	0.0
OR8A3P	0.0
RP11-728D14.6	0.0
OR8B12	0.0
OR8A1	0.0
OR8Q1P	0.0
PANX3	0.0222237
TBRG1	21.7802
SIAE	22.516
SPA17	1.18091
NRGN	40.8781
RP11-677M14.2	0.105353
VSIG2	1.13018
ESAM	27.9961
RP11-677M14.3	0.409003
MSANTD2	5.88361
RP11-677M14.8	0.455123
RP11-677M14.7	0.587786
RP11-677M14.5	2.08508
ROBO3	5.98279
ROBO4	7.08839
RP11-664I21.5	0.0
RP11-664I21.6	0.521756
HEPACAM	31.8787
CCDC15	0.43694
SLC37A2	1.62535
TMEM218	5.89017
KRT18P59	0.0668487
RP11-687M24.4	0.0
PKNOX2-AS1	0.0514872
PKNOX2	3.17963
RP11-687M24.7	0.0
RP11-687M24.8	0.0
RNU6-321P	0.0
FEZ1	288.157
AP000708.1	0.677194
EI24	31.7347
STT3A-AS1	0.112328
RNU6-1156P	0.0
STT3A	9.37337
CHEK1	1.37406
RNU2-35P	0.0
ACRV1	0.353024
PATE1	0.0
PATE2	0.0977303
PATE3	0.0
PATE4	0.0
RP11-680F20.10	0.051501
HYLS1	1.6572
PUS3	4.33846
RP11-680F20.9	0.0
DDX25	2.54067
RP11-680F20.4	0.0
RP11-680F20.6	0.0
CDON	0.564777
NAP1L1P1	0.310097
RP11-673E11.2	0.0
RP11-50B3.2	0.0
RP11-50B3.1	0.0
RPUSD4	7.24315
RP11-50B3.4	0.0925782
FAM118B	9.31797
RNU4-86P	0.0
RN7SL351P	0.0
SRPRA	24.1137
FOXRED1	21.4639
RPL35AP26	0.0
TIRAP	1.13476
RP11-712L6.7	0.0
RP11-712L6.5	0.793873
DCPS	4.98249
ST3GAL4-AS1	0.748728
ST3GAL4	13.1194
RP11-712L6.8	0.0
KIRREL3	5.537
KIRREL3-AS1	0.0
RP11-115C10.1	0.145821
RP11-688I9.4	0.141037
RP11-688I9.5	0.0
KIRREL3-AS2	0.197356
MIR3167	0.0
RP11-688I9.2	0.0
KIRREL3-AS3	0.0
RP11-168K9.1	0.0
RP11-168K9.2	0.0
CTD-2234N14.2	0.0
CTD-2234N14.1	0.0
RP11-480C22.1	1.79172
RN7SKP121	0.0
