gene_symbol	ensp_id	proximity	sn_tpm
KCNS3	9606.ENSP00000385968	2.1557678689590323	4.7196
ACAD9	9606.ENSP00000312618	2.155903018032033	12.5312
HPSE2	9606.ENSP00000359583	2.156043190525949	22.3876
UBL7	9606.ENSP00000457703	2.1561739065781893	34.0037
CALR	9606.ENSP00000320866	2.1562766121827304	144.44
FAIM	9606.ENSP00000342805	2.156384338329267	10.4538
AP5B1	9606.ENSP00000454303	2.156384992025444	2.25845
PRPF39	9606.ENSP00000348010	2.1564752383166708	14.8936
CRHR1	9606.ENSP00000381333	2.1566148583327136	1.28663
GRASP	9606.ENSP00000293662	2.156665783073138	8.83714
TSFM	9606.ENSP00000313877	2.1568194752552294	9.40315
PTGDS	9606.ENSP00000360687	2.1568654794609694	1580.62
ITGA10	9606.ENSP00000358310	2.1568654794609694	2.8367
LIPE	9606.ENSP00000244289	2.156936615132742	17.1766
NDUFAF5	9606.ENSP00000367346	2.157024419603873	3.23286
NR4A2	9606.ENSP00000344479	2.157102157102157	5.10188
EXT2	9606.ENSP00000379032	2.1571362157136216	9.52623
TNFRSF10D	9606.ENSP00000310263	2.1571362157136216	2.5465
DNLZ	9606.ENSP00000360803	2.1571924634323896	4.25047
AKR1B1	9606.ENSP00000285930	2.1573881530896593	59.0256
ISYNA1	9606.ENSP00000337746	2.157603954637976	14.2701
SV2A	9606.ENSP00000358142	2.1577216690099115	44.7069
KCNF1	9606.ENSP00000295082	2.1579653934476957	4.31912
SIRT6	9606.ENSP00000337332	2.1579895080272786	10.0164
HIGD1A	9606.ENSP00000398064	2.1579895080272786	191.073
WWTR1	9606.ENSP00000419465	2.158062353335568	8.76533
GLCE	9606.ENSP00000261858	2.1581402278968147	3.88714
NCAN	9606.ENSP00000252575	2.1581402278968147	13.6382
ZNF385A	9606.ENSP00000338927	2.158231529959279	78.7217
ST5	9606.ENSP00000433528	2.158231529959279	3.6583
MST1	9606.ENSP00000414287	2.158231529959279	4.52503
RBMX2	9606.ENSP00000339090	2.1583201558541676	8.98584
MARC1	9606.ENSP00000355877	2.158404038334373	2.20575
MAP4K3	9606.ENSP00000263881	2.158404038334373	7.14673
GATM	9606.ENSP00000379895	2.1586050800570042	73.1382
ARRDC3	9606.ENSP00000265138	2.1586924358391872	11.7748
RCAN3	9606.ENSP00000363516	2.158712554550305	4.26313
ATIC	9606.ENSP00000236959	2.158713155458785	28.314
YIPF3	9606.ENSP00000361499	2.158767882939559	39.633
NAA38	9606.ENSP00000332103	2.1588433353139234	54.9795
GPX4	9606.ENSP00000346103	2.1588886092702886	225.039
BBS1	9606.ENSP00000317469	2.1589942558868422	10.9332
NOC2L	9606.ENSP00000317992	2.1591173054587687	20.9584
DDC	9606.ENSP00000403644	2.1594387547894054	2.63861
NEMF	9606.ENSP00000298310	2.159618284845843	8.53238
SIN3B	9606.ENSP00000369131	2.159618284845843	17.3532
SLC2A5	9606.ENSP00000366641	2.159824696365713	5.69958
PHLPP1	9606.ENSP00000262719	2.1598297218116094	16.2021
PKM	9606.ENSP00000320171	2.1598372891476343	255.735
ZFYVE28	9606.ENSP00000290974	2.1598901861447475	3.00771
ARSK	9606.ENSP00000369346	2.1599354700336635	1.58917
ME3	9606.ENSP00000440246	2.1599884302995527	9.48895
PDIA4	9606.ENSP00000286091	2.1600512910182434	17.6951
IK	9606.ENSP00000396301	2.1600791251446276	50.5065
PKD1	9606.ENSP00000262304	2.1600791251446276	14.9733
CARD16	9606.ENSP00000364858	2.160132033988255	2.37632
SCN7A	9606.ENSP00000386796	2.160172160941569	1.02036
CACNA2D2	9606.ENSP00000418081	2.1601899847433668	5.67643
HS6ST1	9606.ENSP00000259241	2.160394096944769	19.8195
B3GALT2	9606.ENSP00000356404	2.1604290544479423	4.04192
HPS6	9606.ENSP00000299238	2.1605553980636665	3.78532
CHRNB1	9606.ENSP00000304290	2.1606436198013887	6.71634
LAMA3	9606.ENSP00000324532	2.1606436198013887	1.75606
DHX35	9606.ENSP00000252011	2.160920503260581	4.68379
PRSS3	9606.ENSP00000354280	2.161009825531438	1.67841
BSG	9606.ENSP00000333769	2.161024963282423	290.855
ACVR2A	9606.ENSP00000241416	2.1610451472803054	1.86899
SLC44A2	9606.ENSP00000336888	2.1610470109405924	56.1054
NLRC5	9606.ENSP00000262510	2.1610703778078735	2.40039
DDIT3	9606.ENSP00000448665	2.1611597718711	51.111
GPR161	9606.ENSP00000441039	2.1611870817573466	2.42753
IMPAD1	9606.ENSP00000262644	2.161279029058233	14.0606
LMNB2	9606.ENSP00000327054	2.161279029058233	7.38534
OST4	9606.ENSP00000457935	2.161279029058233	104.425
CAMKK1	9606.ENSP00000158166	2.161327762844779	6.70878
BBS2	9606.ENSP00000245157	2.161388332940212	34.4179
POP4	9606.ENSP00000465213	2.1614234716644356	6.12371
CEBPA	9606.ENSP00000427514	2.161453954374755	6.11242
HS6ST2	9606.ENSP00000429473	2.1615246280682907	1.90687
MMP14	9606.ENSP00000308208	2.1615312791783383	4.75413
MADD	9606.ENSP00000310933	2.1620548281218976	18.7114
RBBP4	9606.ENSP00000362592	2.1620548281218976	20.5032
DNAJB12	9606.ENSP00000345575	2.162096815440626	9.31504
EDA2R	9606.ENSP00000379365	2.1621608993467962	1.36815
ZFYVE19	9606.ENSP00000347498	2.162174742819904	14.0587
GBP1	9606.ENSP00000359504	2.1622253389434314	3.90067
CD81	9606.ENSP00000263645	2.1622253389434314	255.743
STK10	9606.ENSP00000176763	2.1622720327459803	3.18582
TMBIM1	9606.ENSP00000409738	2.1622720327459803	58.5995
CD274	9606.ENSP00000370989	2.162323902094649	1.12913
NEU4	9606.ENSP00000320318	2.162388229879042	9.24466
POP5	9606.ENSP00000350098	2.162432533035548	15.9501
RER1	9606.ENSP00000475168	2.1624411868314306	21.0785
SOD3	9606.ENSP00000371554	2.162467972095981	12.3445
RIT2	9606.ENSP00000321805	2.1625094923768913	3.61304
ZC3H13	9606.ENSP00000282007	2.1625893090936295	13.1859
UBXN2B	9606.ENSP00000382507	2.1625934324347025	8.6673
ASIC1	9606.ENSP00000228468	2.162635821941816	19.1357
LIPA	9606.ENSP00000337354	2.16298121947712	30.5449
TOX4	9606.ENSP00000477868	2.1630747932802037	17.9894
LAMB3	9606.ENSP00000375778	2.1630747932802037	1.25835
IFI16	9606.ENSP00000357113	2.1630747932802037	12.9258
ATG4C	9606.ENSP00000322159	2.163096545119017	12.9907
SCRIB	9606.ENSP00000349486	2.163277142696776	21.8131
ZNFX1	9606.ENSP00000379412	2.163277142696776	7.04622
ZMIZ2	9606.ENSP00000311778	2.1633321633321634	28.4922
PDHA1	9606.ENSP00000369134	2.1633625369725564	22.2926
SHC4	9606.ENSP00000329668	2.1633625369725564	5.35718
DUT	9606.ENSP00000370376	2.1633827865399917	23.6054
RASA3	9606.ENSP00000335029	2.163385921152184	13.2848
MLEC	9606.ENSP00000228506	2.16349977078597	24.5978
PGRMC1	9606.ENSP00000217971	2.16349977078597	123.579
UBFD1	9606.ENSP00000379217	2.1635144179689876	14.2235
CCDC12	9606.ENSP00000292314	2.1635327515704565	22.5484
CLPX	9606.ENSP00000300107	2.163727087195042	10.7535
CAMK2N2	9606.ENSP00000296238	2.163727087195042	16.9828
CAMK4	9606.ENSP00000282356	2.163727087195042	1.34615
NMI	9606.ENSP00000243346	2.1637426900584797	3.99813
PPP4R1	9606.ENSP00000383402	2.163939798235143	14.2034
CD163	9606.ENSP00000352071	2.163939798235143	2.18636
SAT2	9606.ENSP00000269298	2.1640208420136045	82.0044
LAMA4	9606.ENSP00000230538	2.164294409588913	5.70453
LTA4H	9606.ENSP00000228740	2.164294409588913	18.4667
CTDNEP1	9606.ENSP00000461749	2.164294409588913	67.5726
ABLIM1	9606.ENSP00000277895	2.164294409588913	29.2443
AMPD2	9606.ENSP00000256578	2.164294409588913	19.0609
NDUFAF7	9606.ENSP00000002125	2.1643504729333545	7.52756
ADRB1	9606.ENSP00000358301	2.1643957484665446	2.71917
ENG	9606.ENSP00000362299	2.164565546628935	21.9749
PHKB	9606.ENSP00000313504	2.164613659192174	8.8646
THBS2	9606.ENSP00000355751	2.164613659192174	11.3161
KRT18	9606.ENSP00000373487	2.164613659192174	2.32559
ALDH3B1	9606.ENSP00000473990	2.164730234104628	3.8689
LPXN	9606.ENSP00000431284	2.164808968494298	7.61473
SNIP1	9606.ENSP00000296215	2.164843364124552	2.9294
NDST2	9606.ENSP00000310657	2.1649306999591147	6.38331
HS2ST1	9606.ENSP00000359581	2.1649306999591147	5.63184
SEPT6	9606.ENSP00000341524	2.1649376016093758	6.51569
BBS9	9606.ENSP00000242067	2.1649991799245534	3.95553
SFRP5	9606.ENSP00000266066	2.165516724163792	6.8564
ABLIM3	9606.ENSP00000425394	2.165516724163792	15.1533
USP20	9606.ENSP00000313811	2.165620770271933	13.8871
TERF2IP	9606.ENSP00000300086	2.165620770271933	99.1352
TINF2	9606.ENSP00000267415	2.165620770271933	23.165
AAMP	9606.ENSP00000248450	2.165679779562643	53.0879
MED26	9606.ENSP00000263390	2.1657813580985215	1.8864
ZUFSP	9606.ENSP00000357565	2.165797896982236	3.56186
NMD3	9606.ENSP00000419004	2.165844122510832	8.97465
NEIL2	9606.ENSP00000284503	2.1659540634799272	21.6147
ALDH5A1	9606.ENSP00000314649	2.1659540634799272	25.1243
B3GNT2	9606.ENSP00000305595	2.1659634317862166	6.22118
G6PC3	9606.ENSP00000269097	2.1659634317862166	50.2976
HK2	9606.ENSP00000290573	2.1659634317862166	2.90336
ORMDL3	9606.ENSP00000377724	2.1659634317862166	20.5286
HS3ST1	9606.ENSP00000002596	2.1659634317862166	1.12676
PTMA	9606.ENSP00000344547	2.1662725156803546	310.768
SV2B	9606.ENSP00000377779	2.1666289946490123	2.93783
DHX34	9606.ENSP00000331907	2.1666289946490123	5.89555
ALDOC	9606.ENSP00000226253	2.16674174596918	341.925
ADA	9606.ENSP00000361965	2.166848508311923	2.5181
KCNH8	9606.ENSP00000328813	2.166848508311923	9.25431
SUN2	9606.ENSP00000385616	2.166848508311923	43.7976
POT1	9606.ENSP00000350249	2.166848508311923	4.23011
SUN1	9606.ENSP00000384015	2.166848508311923	18.5804
USP48	9606.ENSP00000309262	2.1669603658608123	10.0821
PDGFA	9606.ENSP00000346508	2.1670773201924205	22.6749
IL17RD	9606.ENSP00000296318	2.1670773201924205	2.65522
ACY1	9606.ENSP00000384296	2.1670773201924205	8.75988
ECD	9606.ENSP00000401566	2.1670773201924205	7.48
TGM2	9606.ENSP00000355330	2.1671013377863666	27.1075
GART	9606.ENSP00000371253	2.1671550396333448	7.73153
CAMKK2	9606.ENSP00000312741	2.167345870125967	9.14174
HPRT1	9606.ENSP00000298556	2.167671631801128	26.922
AUP1	9606.ENSP00000366748	2.1677658155308794	75.1896
NDUFAF6	9606.ENSP00000379430	2.1677658155308794	3.51253
GOLGA7	9606.ENSP00000350378	2.16796948400917	78.4149
TNFAIP6	9606.ENSP00000243347	2.16796948400917	2.3769
CNEP1R1	9606.ENSP00000405635	2.16796948400917	4.98555
ABLIM2	9606.ENSP00000393511	2.16796948400917	6.47421
LAMC3	9606.ENSP00000354360	2.16796948400917	2.14581
KCNQ4	9606.ENSP00000262916	2.16796948400917	1.7895
ELOVL1	9606.ENSP00000477602	2.1680000843762195	62.9071
ACD	9606.ENSP00000483117	2.168078971630581	11.9357
PINX1	9606.ENSP00000318966	2.168193563542401	3.84952
SAP30	9606.ENSP00000296504	2.168193563542401	16.1189
NSMAF	9606.ENSP00000411012	2.168193563542401	7.29616
PPP6R3	9606.ENSP00000377390	2.16833389532052	13.157
TMED5	9606.ENSP00000359305	2.1683553804296842	6.78609
HPS3	9606.ENSP00000296051	2.1684860793771685	5.71432
RNF128	9606.ENSP00000255499	2.168513788982872	2.09262
BBS5	9606.ENSP00000295240	2.1686339134380077	9.46264
CTHRC1	9606.ENSP00000330523	2.1686339134380077	1.42417
TPMT	9606.ENSP00000312304	2.16880216292465	11.3572
DNAJB11	9606.ENSP00000414398	2.168990837336268	21.6534
NDUFAF2	9606.ENSP00000296597	2.1691999473278276	18.1268
METTL7A	9606.ENSP00000448785	2.1691999473278276	51.4141
MEMO1	9606.ENSP00000295065	2.1691999487108906	1.54659
MAP4K1	9606.ENSP00000465039	2.1692611924584058	1.47908
HAGH	9606.ENSP00000380514	2.169289263665111	23.0733
SYCP2	9606.ENSP00000350162	2.1693121693121693	1.19814
BCAN	9606.ENSP00000331210	2.1693121693121693	100.837
SYCE1	9606.ENSP00000341282	2.1693121693121693	1.37975
SYCE3	9606.ENSP00000385480	2.1693121693121693	1.28767
FUT9	9606.ENSP00000302599	2.1693121693121693	6.11448
SATB2	9606.ENSP00000401112	2.1693121693121693	1.27595
STAG3	9606.ENSP00000477973	2.1693121693121693	2.49583
SMS	9606.ENSP00000385746	2.1694526014607334	33.3678
SLMAP	9606.ENSP00000295951	2.1696287275786403	3.43615
ST3GAL5	9606.ENSP00000366549	2.169679522458829	8.2459
MT-CO3	9606.ENSP00000354982	2.1697716915394203	57210.4
AMPD3	9606.ENSP00000379802	2.169935101995187	9.81351
KCNQ1	9606.ENSP00000155840	2.1702185753762575	1.08147
GAR1	9606.ENSP00000226796	2.170375028557566	8.56158
DISC1	9606.ENSP00000355593	2.170394176520688	1.72839
CD44	9606.ENSP00000398632	2.170433145009416	11.0378
HBB	9606.ENSP00000333994	2.170433145009416	415.442
STARD10	9606.ENSP00000335247	2.170433145009416	14.7019
CDA	9606.ENSP00000364212	2.170433145009416	3.06143
YPEL5	9606.ENSP00000368835	2.170433145009416	40.2074
CACNB3	9606.ENSP00000301050	2.171070456714062	7.67547
ZNF335	9606.ENSP00000325326	2.171157416570066	4.85731
SDHC	9606.ENSP00000356953	2.1712494993049174	13.3357
KCNH2	9606.ENSP00000262186	2.171346706221385	5.31694
CTF1	9606.ENSP00000279804	2.171346706221385	4.069
GALT	9606.ENSP00000368119	2.1715564981736772	17.129
RGS1	9606.ENSP00000356429	2.171593621975301	19.0535
MAN1A1	9606.ENSP00000357453	2.171593621975301	2.86997
COL18A1	9606.ENSP00000347665	2.1716448264275736	21.158
OAZ1	9606.ENSP00000473381	2.171921372201529	375.749
A4GALT	9606.ENSP00000384794	2.1720038707581177	3.05637
MARCKS	9606.ENSP00000478061	2.172208234815474	73.2823
TTC8	9606.ENSP00000482306	2.172292771288941	3.17597
KCNH3	9606.ENSP00000257981	2.172477237344907	2.05169
RUSC2	9606.ENSP00000393922	2.1727482373712697	22.6816
TRIM68	9606.ENSP00000300747	2.17278413784964	5.11962
CANX	9606.ENSP00000247461	2.1729713440875402	123.308
DICER1	9606.ENSP00000437256	2.173199643977723	10.1335
PGAM1	9606.ENSP00000359991	2.1732714759594387	46.3093
RRS1	9606.ENSP00000322396	2.1732846448354994	10.7046
MTIF3	9606.ENSP00000370508	2.1732846448354994	34.9806
USF1	9606.ENSP00000357000	2.1732846448354994	30.7873
BTF3L4	9606.ENSP00000360664	2.173420553337298	10.7135
ARSD	9606.ENSP00000370546	2.1734305493903534	2.59775
ELF2	9606.ENSP00000377782	2.1735177930943292	7.55869
FKBP9	9606.ENSP00000439250	2.1735177930943292	14.669
HPS5	9606.ENSP00000265967	2.173610176415444	5.56967
NOL10	9606.ENSP00000371101	2.1736675700090338	5.81781
DDX24	9606.ENSP00000481495	2.1736675700090338	45.9862
DGAT2	9606.ENSP00000228027	2.173810367221632	1.22289
COL5A2	9606.ENSP00000364000	2.1739156119040786	1.10521
MAF	9606.ENSP00000327048	2.173977255944469	7.98027
NAGK	9606.ENSP00000477639	2.1740389034809438	15.7003
ME2	9606.ENSP00000321070	2.174077434966727	5.26178
CSPG5	9606.ENSP00000373244	2.174121105635109	21.8141
CALD1	9606.ENSP00000354826	2.174121105635109	24.8605
MFSD12	9606.ENSP00000347583	2.1743471936149823	13.2644
RASSF5	9606.ENSP00000462099	2.174416570945068	2.63292
RASGRP3	9606.ENSP00000384192	2.1746555711957414	13.9362
ABL2	9606.ENSP00000427562	2.174745531134319	3.2008
HPGDS	9606.ENSP00000295256	2.174745531134319	1.60516
CACNB2	9606.ENSP00000320025	2.174745531134319	2.6711
SKIV2L	9606.ENSP00000364543	2.174745531134319	12.747
ELMO2	9606.ENSP00000290246	2.174840639734102	16.9393
SDAD1	9606.ENSP00000348596	2.1749408983451537	9.95985
SDHD	9606.ENSP00000364699	2.1749408983451537	27.7232
AGPAT3	9606.ENSP00000381140	2.1749408983451537	29.2131
COL3A1	9606.ENSP00000304408	2.175100948812388	1.09468
STRN3	9606.ENSP00000350071	2.1752810477307998	6.66108
RARB	9606.ENSP00000332296	2.1753273637019603	1.22068
PRRT2	9606.ENSP00000456226	2.1753273637019603	12.6635
DDX1	9606.ENSP00000370745	2.175437356006906	35.7222
ELOVL5	9606.ENSP00000359956	2.175447542558742	42.149
B3GALNT1	9606.ENSP00000376532	2.1754972058051116	8.70114
TMA7	9606.ENSP00000397843	2.175636187253777	304.004
NT5C2	9606.ENSP00000339479	2.175636187253777	14.1718
VKORC1L1	9606.ENSP00000403077	2.175713406843027	10.1613
GRK4	9606.ENSP00000381129	2.1757870377487225	3.76278
ITIH4	9606.ENSP00000266041	2.175883309235731	3.34876
TXLNA	9606.ENSP00000362711	2.175975994452977	15.6124
USP11	9606.ENSP00000218348	2.175975994452977	62.2421
CTSL	9606.ENSP00000345344	2.1760738374156903	37.9766
DHX58	9606.ENSP00000251642	2.176281140475514	5.79799
HS3ST2	9606.ENSP00000261374	2.176443492398434	1.15435
HYAL1	9606.ENSP00000266031	2.176590403107385	1.83457
SIPA1	9606.ENSP00000377771	2.1767141327724566	10.1711
ARSF	9606.ENSP00000370519	2.176858501828656	1.32945
STS	9606.ENSP00000217961	2.176858501828656	3.16884
GRIK3	9606.ENSP00000362183	2.1769384286484152	5.84654
PHKA1	9606.ENSP00000362643	2.177023518486933	6.67696
NUBPL	9606.ENSP00000281081	2.1771574672598564	3.26828
RGS11	9606.ENSP00000380876	2.1772091921345655	37.5141
RGS9	9606.ENSP00000262406	2.1772091921345655	2.51461
BBIP1	9606.ENSP00000433157	2.1772091921345655	6.27577
MAN1A2	9606.ENSP00000348959	2.1772091921345655	6.40333
MAN1C1	9606.ENSP00000363452	2.1772091921345655	4.57357
BCAS4	9606.ENSP00000351642	2.1772091921345655	2.57239
MAN2A2	9606.ENSP00000452948	2.1772091921345655	23.391
KIF13A	9606.ENSP00000259711	2.1772091921345655	8.59341
RGS6	9606.ENSP00000451030	2.1772091921345655	5.08437
H1F0	9606.ENSP00000344504	2.177655159403886	62.3991
TBC1D16	9606.ENSP00000309794	2.177696217897652	6.79529
TRIM5	9606.ENSP00000369373	2.177866615450642	1.83011
ROBO2	9606.ENSP00000417335	2.177866615450642	2.0152
SYNPR	9606.ENSP00000418994	2.177866615450642	6.87202
AGPAT4	9606.ENSP00000314036	2.1779337490811654	19.2005
S100A1	9606.ENSP00000292169	2.1779337490811654	19.1876
LIN54	9606.ENSP00000341947	2.1780218868684713	2.93449
SURF2	9606.ENSP00000361032	2.178166166688405	26.4433
IPP	9606.ENSP00000379739	2.178166166688405	3.15089
GIPR	9606.ENSP00000467494	2.1782539818055913	2.60394
AGPAT1	9606.ENSP00000378877	2.1783469702359777	39.3653
TCF12	9606.ENSP00000388940	2.1783469702359777	11.6978
TRIM26	9606.ENSP00000410446	2.1783469702359777	17.1006
GBP4	9606.ENSP00000359490	2.1786595785076894	3.71897
PEX19	9606.ENSP00000357051	2.178672378895439	26.0606
ELOVL4	9606.ENSP00000358831	2.178672454357404	5.68111
COL1A2	9606.ENSP00000297268	2.1786725049393922	5.19454
LATS1	9606.ENSP00000437550	2.1787423103212578	3.87876
USF2	9606.ENSP00000222305	2.1788586625652857	106.576
RARG	9606.ENSP00000388510	2.1789620972154147	3.32163
PDE4B	9606.ENSP00000332116	2.179126572908956	15.7458
OAZ2	9606.ENSP00000463013	2.1792310732713034	81.1041
GDAP1	9606.ENSP00000220822	2.179479615316538	22.7386
AGPAT5	9606.ENSP00000285518	2.1794871794871797	16.085
CXXC4	9606.ENSP00000378248	2.1797701247306334	3.94667
B3GALT6	9606.ENSP00000368496	2.1799459230853304	8.18991
MAPK7	9606.ENSP00000311005	2.1801790241827597	4.67895
MED11	9606.ENSP00000293777	2.1802411928949086	14.4824
CKMT1A	9606.ENSP00000406577	2.1802411928949086	3.2023
AXL	9606.ENSP00000301178	2.1803982670821616	10.8304
NQO1	9606.ENSP00000319788	2.180541724992692	19.3046
FSCN1	9606.ENSP00000371798	2.1806298276886515	53.5189
ENO3	9606.ENSP00000324105	2.1806298276886515	2.1651
ENO2	9606.ENSP00000437402	2.1806298276886515	101.736
XYLT1	9606.ENSP00000261381	2.1806298276886515	4.3295
USMG5	9606.ENSP00000358840	2.18090726692073	132.495
TBC1D13	9606.ENSP00000361731	2.1810484254590428	20.8437
ARSG	9606.ENSP00000407193	2.1810665819927624	1.62889
ETV1	9606.ENSP00000405327	2.1811482229882326	4.21695
BACE2	9606.ENSP00000332979	2.1812492910349	2.13022
NUDT12	9606.ENSP00000230792	2.181398640491469	6.19465
GSTZ1	9606.ENSP00000216465	2.181398640491469	9.38603
ELK4	9606.ENSP00000350681	2.181398640491469	3.46548
GSTM1	9606.ENSP00000311469	2.181398640491469	7.81024
GSTM4	9606.ENSP00000358851	2.181398640491469	7.52249
MAL2	9606.ENSP00000479708	2.181463507469788	1.24327
DIS3L	9606.ENSP00000321711	2.181638545274909	14.1557
LAGE3	9606.ENSP00000349923	2.181638545274909	29.8475
UBTF	9606.ENSP00000302640	2.1816418875242407	19.3903
GOLGA3	9606.ENSP00000204726	2.1817749226742804	10.6211
ELOVL6	9606.ENSP00000378105	2.181917521854808	5.31346
SRRM3	9606.ENSP00000480851	2.1821586895194747	5.89363
ARSI	9606.ENSP00000333395	2.1822467736558884	1.24043
HS6ST3	9606.ENSP00000365895	2.1822935393158103	2.21004
EIF5A2	9606.ENSP00000295822	2.182361093252182	2.86412
CES2	9606.ENSP00000317842	2.1824026669841645	15.3167
MBOAT2	9606.ENSP00000302177	2.1825585825871596	17.4817
GSTT2B	9606.ENSP00000290765	2.182620955066348	4.81037
GSTA4	9606.ENSP00000360002	2.182620955066348	24.6444
MED30	9606.ENSP00000297347	2.182688529275176	9.13235
MED17	9606.ENSP00000251871	2.182688529275176	2.74618
TMEM258	9606.ENSP00000443216	2.182761306179608	22.0699
ABTB1	9606.ENSP00000232744	2.1827634093363875	16.824
ETFA	9606.ENSP00000452762	2.182819770619745	25.2625
MGST3	9606.ENSP00000356864	2.1828392868200805	38.022
CRLS1	9606.ENSP00000368140	2.1829224723115397	8.12902
GOLPH3L	9606.ENSP00000271732	2.183208578557416	6.72867
HEPH	9606.ENSP00000430620	2.1834087157576083	8.8157
HEXDC	9606.ENSP00000337854	2.1834295337448317	9.30374
B3GAT3	9606.ENSP00000265471	2.1834711709102526	35.6722
ZNF521	9606.ENSP00000354794	2.1836169134956345	5.0932
LIN37	9606.ENSP00000301159	2.1836506159014557	5.98081
CERS1	9606.ENSP00000485582	2.1836663662933455	72.5667
ADCYAP1	9606.ENSP00000462647	2.1837808971620385	1.14372
SYNGAP1	9606.ENSP00000403636	2.183845976871736	4.62029
MED16	9606.ENSP00000325612	2.1839162673151655	14.395
MED22	9606.ENSP00000482438	2.1839162673151655	6.93136
PABPC1L2B	9606.ENSP00000362621	2.184072484501669	1.55494
TXNL4B	9606.ENSP00000268483	2.184249557665619	6.01084
ADSL	9606.ENSP00000485525	2.184249557665619	4.25344
TCF19	9606.ENSP00000365433	2.184345918361264	1.88617
RASAL1	9606.ENSP00000450244	2.185005918967427	3.53953
PTH1R	9606.ENSP00000321999	2.185005918967427	17.9014
TBX3	9606.ENSP00000257566	2.185073714911726	2.85031
MYT1	9606.ENSP00000327465	2.185073714911726	5.09261
GSTM3	9606.ENSP00000256594	2.185073714911726	15.5946
SLC19A1	9606.ENSP00000308895	2.185073714911726	4.92742
GSTM2	9606.ENSP00000241337	2.185073714911726	3.96897
GSTM5	9606.ENSP00000256593	2.185073714911726	3.56902
MGST2	9606.ENSP00000482639	2.1851467306338237	8.4507
TARBP2	9606.ENSP00000266987	2.1851566365954858	7.50846
HSD17B7	9606.ENSP00000254521	2.185182934602979	3.68493
IFI30	9606.ENSP00000384886	2.1852249671798543	15.2749
AP5S1	9606.ENSP00000481750	2.1852249671798543	2.71964
SPR	9606.ENSP00000234454	2.18539428155163	13.3485
ATOX1	9606.ENSP00000430598	2.1856945041302582	14.4578
PPM1L	9606.ENSP00000417659	2.1858863410771043	4.64583
OSBP2	9606.ENSP00000332576	2.1858863410771043	4.95113
DYX1C1	9606.ENSP00000323275	2.18595945104944	1.15624
RASAL2	9606.ENSP00000356621	2.18616836363506	2.52514
PUM2	9606.ENSP00000338173	2.1862336570074166	19.2247
KRTCAP2	9606.ENSP00000295682	2.1862336570074166	17.4232
CMTM8	9606.ENSP00000307741	2.1862336570074166	3.71064
MED29	9606.ENSP00000314343	2.186379928315412	44.8777
MED6	9606.ENSP00000481920	2.186379928315412	6.34776
MED18	9606.ENSP00000362948	2.186379928315412	4.16288
MED13	9606.ENSP00000380888	2.186379928315412	5.47813
MED21	9606.ENSP00000282892	2.186379928315412	8.47063
MED8	9606.ENSP00000290663	2.186379928315412	19.7452
GCLC	9606.ENSP00000229416	2.186735240134598	12.8383
LATS2	9606.ENSP00000372035	2.187003768964396	2.16246
B3GAT1	9606.ENSP00000433847	2.1870194595706316	40.3567
XYLT2	9606.ENSP00000017003	2.1870194595706316	5.41857
CDC37L1	9606.ENSP00000371278	2.1870194595706316	9.05378
POLR3A	9606.ENSP00000361446	2.187040380729173	3.23021
PDIA3	9606.ENSP00000300289	2.1870665327402303	55.4682
HYAL2	9606.ENSP00000401853	2.1870979159790878	10.2469
COL11A1	9606.ENSP00000359114	2.1870979159790878	4.69724
COL4A2	9606.ENSP00000353654	2.1870979159790878	4.21349
RAPGEF6	9606.ENSP00000296859	2.187176378016785	3.69262
SART3	9606.ENSP00000228284	2.1872757713465676	9.95856
CALCRL	9606.ENSP00000386972	2.187333318982322	2.76488
LSM12	9606.ENSP00000466718	2.1873551519321834	3.27598
ITGA5	9606.ENSP00000293379	2.1873961016750503	4.32404
CBR1	9606.ENSP00000290349	2.1873961016750503	85.0005
GSTO2	9606.ENSP00000345023	2.1875373759119725	1.44855
FCHSD1	9606.ENSP00000399259	2.1875922909104766	5.31647
RENBP	9606.ENSP00000377303	2.1881864267801463	13.0386
SYTL4	9606.ENSP00000362080	2.1882257176374824	2.74497
COX6C	9606.ENSP00000428895	2.188312092308723	96.5054
ABCA1	9606.ENSP00000363868	2.1883121624905577	4.87402
LSR	9606.ENSP00000480821	2.1883121624905577	7.34588
IL13RA1	9606.ENSP00000360730	2.1885610570223117	16.6975
PGM2	9606.ENSP00000371393	2.1885610570223117	3.65502
QDPR	9606.ENSP00000281243	2.188599224856183	389.797
TRPV2	9606.ENSP00000342222	2.188697318007663	4.13136
GPR27	9606.ENSP00000303149	2.188697318007663	21.7423
STARD3NL	9606.ENSP00000009041	2.188697318007663	34.2102
ATXN1	9606.ENSP00000244769	2.18873451783431	4.15719
CHGA	9606.ENSP00000216492	2.188860574477384	21.0112
RAI14	9606.ENSP00000427123	2.188926326857361	6.53092
WDR25	9606.ENSP00000334148	2.18895863511991	3.11177
ACAA2	9606.ENSP00000285093	2.1892320442253617	30.5793
DPP3	9606.ENSP00000353701	2.1892320442253617	6.70059
ATP1B1	9606.ENSP00000356790	2.189248647484565	217.958
GUCA1A	9606.ENSP00000377784	2.1893395452449536	1.84078
B3GAT2	9606.ENSP00000230053	2.1893978976028072	7.56583
GBP3	9606.ENSP00000359512	2.1894923541536837	3.69308
